,UUID,Name,Manufacturer,Protocols Referenced,Verified
791838,byLhCZIBPBHhf-iFeNAp,bafilomycin a1,Merck Group,954,No
592746,DiLhCZIBPBHhf-iFeOUs,pierce bca protein assay,Thermo Fisher Scientific,954,No
792847,SCLhCZIBPBHhf-iFeOEr,paclitaxel,Merck Group,953,No
580177,PSLhCZIBPBHhf-iFeNQq,c1000 touch thermal cycler,Bio-Rad,953,No
803203,hiPhCZIBPBHhf-iFnQkw,zetasizer,Malvern Panalytical,953,No
725753,ESLhCZIBPBHhf-iFeNsq,ivis spectrum,PerkinElmer,953,No
591109,FSLhCZIBPBHhf-iFeNMq,mirneasy serum plasma kit,Qiagen,952,No
877033,lSPhCZIBPBHhf-iFqy2Z,bcl 2,Santa Cruz Biotechnology,950,No
790916,DCPhCZIBPBHhf-iFqyeZ,hanks balanced salt solution (hbss),Merck Group,950,No
796714,FiPhCZIBPBHhf-iFqzmb,dnase 1,Promega,949,No
726563,jCLhCZIBPBHhf-iFnfYu,oligo dt primer,Thermo Fisher Scientific,948,No
791204,cJoOdZQB1-hLfrUP8igC,beas 2b,American Type Culture Collection,944,No
790262,ByLhCZIBPBHhf-iFnfku,prism 10,GraphPad,943,No
726544,jSPhCZIBPBHhf-iFnRUy,rnase inhibitor,Thermo Fisher Scientific,943,No
794448,yCLhCZIBPBHhf-iFeOss,nanophotometer,Implen,943,No
578627,FSLhCZIBPBHhf-iFeOws,model 680,Bio-Rad,943,No
637864,3SLhCZIBPBHhf-iFeNAp,reverse transcription system,Promega,942,No
791382,tCLhCZIBPBHhf-iFeOAr,fungizone,Thermo Fisher Scientific,942,No
640241,1yLhCZIBPBHhf-iFeN8r,feature extraction software,Agilent Technologies,941,No
877038,uCPhCZIBPBHhf-iFqymZ,mascot,Matrix Science,941,No
580582,5SLhCZIBPBHhf-iFeM4p,tc20 automated cell counter,Bio-Rad,941,No
591482,0iPhCZIBPBHhf-iFy9Pk,rpmi 1640 medium,Corning,940,No
572554,oiLhCZIBPBHhf-iFeN8r,lightshift chemiluminescent emsa kit,Thermo Fisher Scientific,939,No
591110,SSPhCZIBPBHhf-iFnQ8x,truseq stranded mrna library prep kit,Illumina,939,No
751898,KSLhCZIBPBHhf-iFnfsv,l glutamine,Corning,938,No
792589,GiPhCZIBPBHhf-iFnRAx,sybr green,Roche,937,No
726605,bCLhCZIBPBHhf-iFeNIq,random primer,Thermo Fisher Scientific,937,No
590588,3CLhCZIBPBHhf-iFeNsr,acquity uplc beh c18 column,Waters Corporation,936,No
597195,JiLhCZIBPBHhf-iFeOgs,ab8226,Abcam,936,No
424765,kZ3FHJMBdNj1hjtAk1xw,stata v 13,StataCorp,936,No
583863,9SPhCZIBPBHhf-iFqx2X,p stat3,Cell Signaling Technology,935,No
637655,yiPhCZIBPBHhf-iFnQUw,truseq rna sample prep kit,Illumina,935,No
572649,WCPhCZIBPBHhf-iFqyqZ,primescript 2 1st strand cdna synthesis kit,Takara Bio,933,No
573685,piLhCZIBPBHhf-iFeM8p,nextseq 550,Illumina,932,No
579096,MiLhCZIBPBHhf-iFnfov,silica gel 60,Merck Group,932,No
579039,nCPhCZIBPBHhf-iFtEjI,rotor gene 6000,Qiagen,930,No
577714,dyPhCZIBPBHhf-iFnQEv,protease inhibitor cocktail tablet,Roche,930,No
573066,NiLhCZIBPBHhf-iFnfwv,hank s balanced salt solution,Thermo Fisher Scientific,930,No
791739,NCPhCZIBPBHhf-iFqzmb,ethidium bromide,Merck Group,928,No
578559,EiPhCZIBPBHhf-iFtE3J,si nc,GenePharma,928,No
583539,ZSLhCZIBPBHhf-iFeNAp,cleaved parp,Cell Signaling Technology,928,No
579250,-iLhCZIBPBHhf-iFnfEu,1640 medium,Thermo Fisher Scientific,927,No
571697,5CPhCZIBPBHhf-iFnQQw,lightcycler 480 sybr green 1 master mix,Roche,926,No
731930,aiLhCZIBPBHhf-iFeNAp,p jnk,Cell Signaling Technology,925,No
794260,_SLhCZIBPBHhf-iFeOss,n acetylcysteine,Merck Group,924,No
239259,IiLhCZIBPBHhf-iFeOks,sodium hydroxide (naoh),Sinopharm,924,No
572995,IiPhCZIBPBHhf-iFvHuM,spss 16,IBM,923,No
572730,pCLhCZIBPBHhf-iFeO8t,etest,bioMérieux,923,No
793030,YSLhCZIBPBHhf-iFeNAp,mccoy s 5a medium,Thermo Fisher Scientific,921,No
726574,BiLhCZIBPBHhf-iFeOYs,ecl reagent,Thermo Fisher Scientific,921,No
590340,cSPhCZIBPBHhf-iFqyGY,anti α tubulin,Merck Group,920,No
790296,ZCPhCZIBPBHhf-iFnQsw,originpro 9,OriginLab,920,No
572641,MSLhCZIBPBHhf-iFeNgq,hiseq 2000 sequencer,Illumina,919,No
790778,hCLhCZIBPBHhf-iFnfQu,bodipy 493 503,Thermo Fisher Scientific,918,No
726566,aSLhCZIBPBHhf-iFeOMr,biocoat matrigel invasion chamber,BD,917,No
571918,PCPhCZIBPBHhf-iFtEPH,sybr premix ex taqtm 2,Takara Bio,917,No
793036,5SPhCZIBPBHhf-iFtFrL,mgcl2,Merck Group,916,No
795036,MCPhCZIBPBHhf-iFqxuX,enhanced chemi luminescence (ecl),GE Healthcare,916,No
726731,WSLhCZIBPBHhf-iFnfov,chlorogenic acid,Merck Group,915,No
752789,UCPhCZIBPBHhf-iFnQEv,vimentin,Abcam,915,No
783575,9CLhCZIBPBHhf-iFeO4t,sybr green pcr kit,Takara Bio,915,No
751793,dCPhCZIBPBHhf-iFnQkw,4 6 diamidino 2 phenylindole (dapi),Roche,915,No
781864,0yPhCZIBPBHhf-iFtErI,matlab software,MathWorks,915,No
787232,YyLhCZIBPBHhf-iFeOEr,cytotox 96 non radioactive cytotoxicity assay,Promega,913,No
579512,eiLhCZIBPBHhf-iFeO4t,somatom definition flash,Siemens,913,No
603282,AyThCZIBPBHhf-iF7vLn,sadabs,Bruker,912,No
841958,ciPhCZIBPBHhf-iFtEjI,egm 2,Lonza,912,No
581373,DiPhCZIBPBHhf-iFqySY,eclipse e600,Nikon,911,No
579065,BiLhCZIBPBHhf-iFeNUq,mitotracker green,Thermo Fisher Scientific,911,No
778976,BCLhCZIBPBHhf-iFnfku,inverted microscope,Nikon,910,No
722035,CCLhCZIBPBHhf-iFeOYs,spectramax m3,Molecular Devices,910,No
637870,ICPhCZIBPBHhf-iFvGqJ,293t cell,American Type Culture Collection,910,No
726792,riPhCZIBPBHhf-iFnRcy,geneart,Thermo Fisher Scientific,908,No
732314,NiPhCZIBPBHhf-iFqxuX,lymphoprep,Axis-Shield,908,No
592773,tyLhCZIBPBHhf-iFnfYu,qubit 4 fluorometer,Thermo Fisher Scientific,908,No
727615,XSPhCZIBPBHhf-iFtEHH,quantity one,Bio-Rad,907,No
573107,pyPhCZIBPBHhf-iFnRgy,facscalibur system,BD,906,No
484058,PCLhCZIBPBHhf-iFeOMr,chamq sybr qpcr master mix,Vazyme,906,No
790780,-CLhCZIBPBHhf-iFnf4v,non essential amino acids (neaa),Merck Group,905,No
590464,fiLhCZIBPBHhf-iFeM0p,70 μm cell strainer,BD,905,No
790603,BiLhCZIBPBHhf-iFeOEr,3 3 diaminobenzidine (dab),Agilent Technologies,905,No
577655,hSLhCZIBPBHhf-iFeM0p,hiseq x ten platform,Illumina,905,No
791315,eyPhCZIBPBHhf-iFy8fi,insulin,Thermo Fisher Scientific,904,No
593016,WiPhCZIBPBHhf-iFnQkw,rneasy ffpe kit,Qiagen,903,No
790400,LCLhCZIBPBHhf-iFeOQr,sds page,Bio-Rad,902,No
790344,-SPhCZIBPBHhf-iFtF3L,jmp 14,SAS Institute,902,No
578155,uyLhCZIBPBHhf-iFnfkv,annexin 5 fitc apoptosis detection kit,Beyotime,900,No
637600,JyPhCZIBPBHhf-iFqzSa,primescript rt pcr kit,Takara Bio,900,No
579112,vCPhCZIBPBHhf-iFnQMw,methylene blue,Merck Group,900,No
239116,ySPhCZIBPBHhf-iFtFDJ,sodium chloride (nacl),Thermo Fisher Scientific,900,No
571821,ryLhCZIBPBHhf-iFeOQs,m per mammalian protein extraction reagent,Thermo Fisher Scientific,900,No
584142,oiPhCZIBPBHhf-iFqxmX,sequencing grade trypsin,Promega,899,No
577728,eyLhCZIBPBHhf-iFeO8t,celltiter glo luminescent cell viability assay kit,Promega,899,No
791510,dyPhCZIBPBHhf-iFqy6Z,hoechst 33258,Thermo Fisher Scientific,899,No
239121,XiPhCZIBPBHhf-iFqzyb,methyl thiazolyl tetrazolium (mtt),Thermo Fisher Scientific,898,No
726804,QCPhCZIBPBHhf-iFtEnI,vibratome,Leica,897,No
839825,TyLhCZIBPBHhf-iFeNYq,rpmi 1640,Lonza,897,No
575358,oSPhCZIBPBHhf-iFnRcy,ethovision xt,Noldus,897,No
592734,tSPhCZIBPBHhf-iFnQ0x,live dead viability cytotoxicity kit,Thermo Fisher Scientific,897,No
790662,xCPhCZIBPBHhf-iFqzmb,superscript first strand synthesis system,Thermo Fisher Scientific,897,No
425377,IiLhCZIBPBHhf-iFeNoq,spss software version 18,IBM,897,No
844440,FSLhCZIBPBHhf-iFeO0t,nanophotometer spectrophotometer,Implen,896,No
591359,mCPhCZIBPBHhf-iFxq1A,prolong gold antifade mountant with dapi,Thermo Fisher Scientific,896,No
751381,xiPhCZIBPBHhf-iFnQEv,multiphysics,Comsol,895,No
571901,kyPhCZIBPBHhf-iFy8bi,facsaria 3 cell sorter,BD,895,No
591140,iyLhCZIBPBHhf-iFnf0v,protein assay reagent,Bio-Rad,895,No
591029,nCPhCZIBPBHhf-iFqymZ,protease and phosphatase inhibitor cocktail,Thermo Fisher Scientific,894,No
583698,jSLhCZIBPBHhf-iFeNIq,phospho akt,Cell Signaling Technology,892,No
791288,AZoOdZQB1-hLfrUP8Sbx,huvecs,American Type Culture Collection,892,No
790703,6SPhCZIBPBHhf-iF0fU0,spss software version 26,IBM,891,No
592775,ryPhCZIBPBHhf-iFnQYw,genejet rna purification kit,Thermo Fisher Scientific,891,No
872977,vyLhCZIBPBHhf-iFeNoq,t4 polynucleotide kinase,New England Biolabs,891,No
590481,NCPhCZIBPBHhf-iFqzyb,0.22 μm filter,Merck Group,890,No
730234,MyLhCZIBPBHhf-iFeNMq,enspire,PerkinElmer,890,No
792052,HCLhCZIBPBHhf-iFeNUq,leupeptin,Merck Group,889,No
573057,myPhCZIBPBHhf-iFxpU9,tcs sp2,Leica,888,No
579038,dSPhCZIBPBHhf-iFnQgw,taqman universal master mix 2,Thermo Fisher Scientific,887,No
790948,NCLhCZIBPBHhf-iFnfIu,nicolet 6700,Thermo Fisher Scientific,887,No
792963,zyLhCZIBPBHhf-iFeOEr,n acetyl cysteine (nac),Merck Group,885,No
579258,tCPhCZIBPBHhf-iFnREx,collagenase type 4,Merck Group,885,No
638025,XCPhCZIBPBHhf-iF0eoy,rneasy column,Qiagen,885,No
726079,JSPhCZIBPBHhf-iFtE_J,protein a g plus agarose,Santa Cruz Biotechnology,884,No
794800,niLhCZIBPBHhf-iFeNsr,fragment analyzer,Agilent Technologies,884,No
791093,2iPhCZIBPBHhf-iFqxyX,penicillin g,Thermo Fisher Scientific,883,No
790273,Np3FHJMBdNj1hjtAk2Z8,statistica 13,TIBCO Software,883,No
793264,zCPhCZIBPBHhf-iFtFPK,radioimmunoprecipitation assay (ripa),Beyotime,882,No
573084,WSLhCZIBPBHhf-iFeOgs,spss v16,IBM,880,No
592948,1CPhCZIBPBHhf-iFqzSa,abi 7500 system,Thermo Fisher Scientific,880,No
591918,WCLhCZIBPBHhf-iFeOss,ripa lysis buffer,Solarbio,880,No
726734,tSPhCZIBPBHhf-iFxo89,hexane,Merck Group,879,No
239288,uCPhCZIBPBHhf-iFqzOa,enhanced chemi luminescence (ecl),Merck Group,879,No
592828,ZyPhCZIBPBHhf-iFvHGK,protease and phosphatase inhibitor,Merck Group,879,No
483554,qCLhCZIBPBHhf-iFeNgq,odyssey clx,LI COR,878,No
790558,cCPhCZIBPBHhf-iFnQMw,glutathione (gsh),Merck Group,877,No
790395,5SLhCZIBPBHhf-iFeN8r,glutamax 1,Thermo Fisher Scientific,877,No
571899,GSPhCZIBPBHhf-iFqz6b,opti mem 1 reduced serum medium,Thermo Fisher Scientific,876,No
779307,vCLhCZIBPBHhf-iFeOss,ros assay kit,Beyotime,876,No
726661,cCPhCZIBPBHhf-iFxp4-,superscript 3 first strand synthesis kit,Thermo Fisher Scientific,875,No
790495,jCPhCZIBPBHhf-iFqyCY,enhanced chemiluminescence,Thermo Fisher Scientific,875,No
637773,4SLhCZIBPBHhf-iFeNMq,bradford reagent,Merck Group,874,No
578169,siPhCZIBPBHhf-iFvIaO,nuclear and cytoplasmic protein extraction kit,Beyotime,874,No
592976,ASLhCZIBPBHhf-iFeN0r,qiamp dna mini kit,Qiagen,874,No
791434,ZpoOdZQB1-hLfrUP8Sbz,dld 1,American Type Culture Collection,873,No
792959,LiLhCZIBPBHhf-iFeOgs,sybr premix ex taqtm,Takara Bio,873,No
580871,4iLhCZIBPBHhf-iFeOcs,synergy htx,Agilent Technologies,873,No
791230,MSLhCZIBPBHhf-iFeNEp,anti gapdh,Merck Group,872,No
798654,AiPhCZIBPBHhf-iFqy6Z,sv total rna isolation system,Promega,871,No
751007,DCLhCZIBPBHhf-iFeN0r,annexin 5,BD,870,No
573414,RCLhCZIBPBHhf-iFeNMq,cytomics fc500,Beckman Coulter,870,No
790261,oiPhCZIBPBHhf-iFvG2K,r software version 4,R Project for Statistical Computing,870,No
590647,YCPhCZIBPBHhf-iFnREx,platinum taq dna polymerase,Thermo Fisher Scientific,869,No
571887,CCPhCZIBPBHhf-iFtELH,spss statistics v22,IBM,869,No
890098,tjIjhXy14Uk_9dulFdzO,nytran,Cytiva,869,Yes
573156,xpoOdZQB1-hLfrUP8SXu,bt474,American Type Culture Collection,868,No
790503,uiLhCZIBPBHhf-iFeOEr,formalin,Merck Group,867,No
791276,kCPhCZIBPBHhf-iFqyuZ,oligofectamine,Thermo Fisher Scientific,867,No
572896,yyPhCZIBPBHhf-iFxps-,topspin 3,Bruker,867,No
877245,tiLhCZIBPBHhf-iFeN4r,isogen,Nippon Gene,867,No
791418,lyLhCZIBPBHhf-iFeNsr,alizarin red,Merck Group,866,No
578431,zCLhCZIBPBHhf-iFePAt,quikchange 2 site directed mutagenesis kit,Agilent Technologies,865,No
793441,_yPhCZIBPBHhf-iFnQsx,streptomycin,Corning,865,No
779531,ziLhCZIBPBHhf-iFeNEp,vero e6 cell,American Type Culture Collection,865,No
726538,9yLhCZIBPBHhf-iFnfMu,ecl kit,Thermo Fisher Scientific,865,No
893729,wiLhCZIBPBHhf-iFnfcu,pvdf membrane,Cytiva,864,No
581887,OiPhCZIBPBHhf-iFnRQx,α sma,Abcam,863,No
790644,ZSLhCZIBPBHhf-iFnfcu,revertaid reverse transcriptase,Thermo Fisher Scientific,862,No
790471,DiLhCZIBPBHhf-iFnf0v,spss 27,IBM,861,No
726584,-iLhCZIBPBHhf-iFnf0v,nitric acid,Merck Group,860,No
648224,1iLhCZIBPBHhf-iFnfov,balb c mice,Jackson ImmunoResearch,860,No
637418,wyLhCZIBPBHhf-iFeM8p,confocal microscope,Zeiss,860,No
791202,QiPhCZIBPBHhf-iFnQMw,axioplan 2,Zeiss,859,No
637953,8yLhCZIBPBHhf-iFeOIr,fluorescent microscope,Olympus,859,No
590698,qSLhCZIBPBHhf-iFeOss,superscript 3 reverse transcriptase kit,Thermo Fisher Scientific,857,No
580318,vCLhCZIBPBHhf-iFeN8r,aceq qpcr sybr green master mix,Vazyme,857,No
779120,sSPhCZIBPBHhf-iFxq9A,wizard sv gel and pcr clean up system,Promega,857,No
792034,BCPhCZIBPBHhf-iFtFfK,acetonitrile,Avantor,857,No
791165,MSLhCZIBPBHhf-iFeNUq,ammonium formate,Merck Group,856,No
794674,VCPhCZIBPBHhf-iFnQ4x,clonexpress 2 one step cloning kit,Vazyme,856,No
780396,ACLhCZIBPBHhf-iFnfMu,dual luciferase assay,Promega,854,No
751247,_iLhCZIBPBHhf-iFeNEp,ciprofloxacin,Merck Group,854,No
790265,4SThCZIBPBHhf-iF1Re6,clampfit 10,Molecular Devices,854,No
578355,lSPhCZIBPBHhf-iFtFrL,horseradish peroxidase conjugated secondary antibody,Cell Signaling Technology,853,No
782054,tiLhCZIBPBHhf-iFeNIq,pd 10 column,GE Healthcare,853,No
787740,WSLhCZIBPBHhf-iFeNAp,powerlab,ADInstruments,853,No
579209,siLhCZIBPBHhf-iFeOos,nile red,Merck Group,853,No
791654,HyPhCZIBPBHhf-iFnQAv,las af software,Leica,853,No
726726,1iLhCZIBPBHhf-iFeOks,phosphatase inhibitor,Merck Group,852,No
578126,3CLhCZIBPBHhf-iFeO4t,mirneasy micro kit,Qiagen,852,No
638587,FCLhCZIBPBHhf-iFeNgq,fetal bovine serum (fbs),Euroclone,851,No
579146,CyThCZIBPBHhf-iF1R66,mitotracker green fm,Thermo Fisher Scientific,851,No
425367,XiPhCZIBPBHhf-iFtEvI,sas statistical software version 9,SAS Institute,851,No
792926,giLhCZIBPBHhf-iFeO4t,q exactive plus,Thermo Fisher Scientific,851,No
793634,_iPhCZIBPBHhf-iFnQsx,penicillin,Corning,850,No
790973,MiLhCZIBPBHhf-iFeNQq,percoll,Merck Group,850,No
592855,9iLhCZIBPBHhf-iFeM0p,omniscript rt kit,Qiagen,849,No
572242,cyPhCZIBPBHhf-iFtFXK,nextseq 500 sequencer,Illumina,849,No
792071,oCLhCZIBPBHhf-iFeM0p,etoposide,Merck Group,848,No
791849,OCLhCZIBPBHhf-iFePEt,metformin,Merck Group,848,No
591025,NyPhCZIBPBHhf-iFvHOL,qubit dsdna br assay kit,Thermo Fisher Scientific,848,No
571513,USLhCZIBPBHhf-iFnf8v,axiocam mrm,Zeiss,847,No
574442,uyLhCZIBPBHhf-iFeOgs,tensor 27,Bruker,847,No
782070,OyLhCZIBPBHhf-iFeNkq,axopatch 200b amplifier,Molecular Devices,846,No
790336,vCPhCZIBPBHhf-iFnQAv,sodium hydroxide (naoh),Thermo Fisher Scientific,846,No
726525,qSPhCZIBPBHhf-iFqzea,facs lysing solution,BD,845,No
753181,5yLhCZIBPBHhf-iFeNIq,tetracycline,Merck Group,845,No
726611,ACLhCZIBPBHhf-iFnfgu,hek293t,Thermo Fisher Scientific,845,No
791483,_yPhCZIBPBHhf-iFtFrL,mcf 7,Thermo Fisher Scientific,845,No
780879,7yPhCZIBPBHhf-iFqzGa,qiacube,Qiagen,844,No
484139,3iPhCZIBPBHhf-iFtEfI,hydrochloric acid (hcl),Sinopharm,844,No
732320,SiPhCZIBPBHhf-iFqzea,achieva,Philips,844,No
792862,pSPhCZIBPBHhf-iFnQQw,resveratrol,Merck Group,843,No
573054,nyPhCZIBPBHhf-iFqyqZ,mda mb 231,Thermo Fisher Scientific,843,No
579048,gyPhCZIBPBHhf-iFtEXH,attune nxt,Thermo Fisher Scientific,843,No
726573,syPhCZIBPBHhf-iFqyOY,flag peptide,Merck Group,843,No
591666,WyLhCZIBPBHhf-iFeOMr,rnase free dnase,Qiagen,842,No
571827,hyPhCZIBPBHhf-iFxp8-,c18 ziptip,Merck Group,842,No
637625,QSPhCZIBPBHhf-iFnREx,chemidoc system,Bio-Rad,842,No
579025,TyLhCZIBPBHhf-iFeM4p,spss statistics version 19,IBM,842,No
781592,mCPhCZIBPBHhf-iFqyqZ,celltiter glo reagent,Promega,842,No
726622,1yLhCZIBPBHhf-iFeNoq,turbofect transfection reagent,Thermo Fisher Scientific,841,No
792069,0SLhCZIBPBHhf-iFeOws,triethylamine,Merck Group,841,No
577762,cyPhCZIBPBHhf-iFxqtA,j 810 spectropolarimeter,Jasco,841,No
579695,iSLhCZIBPBHhf-iFeOMr,varioskan lux,Thermo Fisher Scientific,841,No
572726,9iLhCZIBPBHhf-iFnfsv,celltiter glo assay,Promega,840,No
726289,QiLhCZIBPBHhf-iFeOMr,spectramax i3,Molecular Devices,839,No
790927,aSPhCZIBPBHhf-iFtFfK,statistica 7,StatSoft,839,No
791117,8CPhCZIBPBHhf-iFnRIx,hygromycin b,Thermo Fisher Scientific,839,No
577849,aSPhCZIBPBHhf-iFnRcy,high pure pcr template preparation kit,Roche,839,No
753800,4CLhCZIBPBHhf-iFeNMq,magnetic activated cell sorting (macs),Miltenyi Biotec,838,No
750833,jCPhCZIBPBHhf-iFqymZ,pkh26,Merck Group,838,No
573900,wSPhCZIBPBHhf-iFvGuJ,jem 1230,JEOL,837,No
780416,5yLhCZIBPBHhf-iFnfkv,mastersizer 2000,Malvern Panalytical,836,No
580486,wSLhCZIBPBHhf-iFnfwv,inverted fluorescence microscope,Olympus,836,No
581839,KCLhCZIBPBHhf-iFnfYu,zetasizer nano,Malvern Panalytical,836,No
592963,iiLhCZIBPBHhf-iFnfcu,qiaamp dna micro kit,Qiagen,836,No
571937,xiPhCZIBPBHhf-iFvHuM,spss statistics v25,IBM,835,No
571881,DCPhCZIBPBHhf-iFqzaa,jmp pro 14,SAS Institute,834,No
877675,dSLhCZIBPBHhf-iFePAt,living image software,PerkinElmer,833,No
583361,MSLhCZIBPBHhf-iFeOQr,tapestation 2200,Agilent Technologies,833,No
790903,QiPhCZIBPBHhf-iFxp8-,facsaria fusion,BD,833,No
727104,2yPhCZIBPBHhf-iFnRIx,interleukin 4 (il 4),R&D Systems,833,No
877110,tCLhCZIBPBHhf-iFeN8r,fastprep 24,MP Biomedicals,832,No
876898,WCPhCZIBPBHhf-iFnQ4x,pgem t easy,Promega,832,No
592788,hyLhCZIBPBHhf-iFeN8r,collagenase type 2,Merck Group,832,No
755806,XCPhCZIBPBHhf-iFqzWa,volocity software,PerkinElmer,831,No
637529,7SPhCZIBPBHhf-iFqx2X,griess reagent,Merck Group,831,No
726515,8CLhCZIBPBHhf-iFeOYs,trypsin edta solution,Thermo Fisher Scientific,830,No
731300,VCPhCZIBPBHhf-iFnQcw,ripa buffer,Solarbio,829,No
572558,uCPhCZIBPBHhf-iFy8Xi,abi steponeplus real time pcr system,Thermo Fisher Scientific,829,No
590904,iSLhCZIBPBHhf-iFeNAp,sequencing grade modified trypsin,Promega,829,No
790366,_iPhCZIBPBHhf-iFy8rj,hydrochloric acid (hcl),Thermo Fisher Scientific,827,No
877419,qiPhCZIBPBHhf-iFnQgw,m csf,R&D Systems,827,No
579190,_iPhCZIBPBHhf-iFnRAx,nanodrop nd 2000,Thermo Fisher Scientific,826,No
484131,dCPhCZIBPBHhf-iFtEHH,fetal bovine serum (fbs),Welgene,826,No
483886,2yLhCZIBPBHhf-iFeOss,proteinase k,Roche,826,No
580606,qiLhCZIBPBHhf-iFeOws,tissuelyser lt,Qiagen,826,No
800339,jyLhCZIBPBHhf-iFePEt,quanta 200,Thermo Fisher Scientific,825,No
590356,eCPhCZIBPBHhf-iFnRgy,ifn γ,R&D Systems,825,No
641105,LiLhCZIBPBHhf-iFeN8r,phorbol 12 myristate 13 acetate,Merck Group,823,No
591389,LCLhCZIBPBHhf-iFnfgu,infinite m1000 pro,Tecan,823,No
791158,TyThCZIBPBHhf-iF1Qy4,tunicamycin,Merck Group,822,No
591123,9CLhCZIBPBHhf-iFeOEr,pmd19 t vector,Takara Bio,822,No
792927,DyLhCZIBPBHhf-iFnf8v,ultima 4,Rigaku,822,No
590875,oSLhCZIBPBHhf-iFeN8r,glutathione sepharose 4b,GE Healthcare,822,No
590596,uCLhCZIBPBHhf-iFeNUq,growth factor reduced matrigel,BD,821,No
583927,RSLhCZIBPBHhf-iFeO0t,magnetom prisma,Siemens,821,No
790675,QyPhCZIBPBHhf-iFqxyX,cellquest pro,BD,821,No
573022,UCLhCZIBPBHhf-iFeOcs,supersignal west dura extended duration substrate,Thermo Fisher Scientific,820,No
579266,viPhCZIBPBHhf-iFvIuP,opti mem reduced serum medium,Thermo Fisher Scientific,819,No
791742,NpoOdZQB1-hLfrUP8Sby,hep3b,American Type Culture Collection,819,No
579183,kCPhCZIBPBHhf-iFqzOa,dynabeads protein a,Thermo Fisher Scientific,819,No
577657,GSPhCZIBPBHhf-iFnRYy,gotaq dna polymerase,Promega,819,No
791716,DyLhCZIBPBHhf-iFeNsq,superscript 3 first strand synthesis supermix,Thermo Fisher Scientific,818,No
640703,ZSLhCZIBPBHhf-iFeM0p,2 2 azinobis 3 ethylbenzothiazoline 6 sulfonic acid (abts),Merck Group,817,No
790773,xCPhCZIBPBHhf-iFnQow,laemmli buffer,Bio-Rad,816,No
573124,NiPhCZIBPBHhf-iFtFvL,cellquest,BD,816,No
751943,gSLhCZIBPBHhf-iFeNsq,rnalater,Merck Group,816,No
637250,3SLhCZIBPBHhf-iFeNIq,ribo zero rrna removal kit,Illumina,815,No
428252,1SPhCZIBPBHhf-iFnQIw,spss software version 24,IBM,815,No
591349,SiPhCZIBPBHhf-iFnQAv,prolong diamond antifade mountant,Thermo Fisher Scientific,815,No
793184,wCLhCZIBPBHhf-iFeNsr,thrombin,Merck Group,814,No
579133,1iPhCZIBPBHhf-iFtEHH,acridine orange,Merck Group,814,No
571696,myPhCZIBPBHhf-iFnQwx,nucleospin rna 2 kit,Macherey-Nagel,814,No
591383,tiPhCZIBPBHhf-iFnRUy,ix71 inverted microscope,Olympus,813,No
795091,TCPhCZIBPBHhf-iFtEbH,dmi4000b,Leica,813,No
794822,tSPhCZIBPBHhf-iFnRMx,high performance liquid chromatography (hplc),Shimadzu,813,No
876686,2yPhCZIBPBHhf-iFqyWY,mtesr1 medium,STEMCELL,812,No
793667,uSLhCZIBPBHhf-iFeN4r,dispase 2,Roche,812,No
790777,uyLhCZIBPBHhf-iFeOss,ammonium hydroxide,Merck Group,811,No
577723,tiLhCZIBPBHhf-iFeNAp,nextera xt kit,Illumina,810,No
726825,ESPhCZIBPBHhf-iFtE3J,transwell chamber,BD,810,No
794794,aiPhCZIBPBHhf-iFnQQw,spss software version,IBM,809,No
801454,_SPhCZIBPBHhf-iFqyyZ,ab1791,Abcam,809,No
727020,OSPhCZIBPBHhf-iFqxuX,irdye 800cw,LI COR,808,No
583118,WiLhCZIBPBHhf-iFeOgs,maldi tof ms,Bruker,808,No
844212,viLhCZIBPBHhf-iFeNAp,versamax microplate reader,Molecular Devices,807,No
791873,VCLhCZIBPBHhf-iFnfov,calcium chloride,Merck Group,807,No
726681,TyLhCZIBPBHhf-iFeOAr,superscript 3 kit,Thermo Fisher Scientific,807,No
579036,hiPhCZIBPBHhf-iFvIOO,rnase free dnase 1,Thermo Fisher Scientific,806,No
792036,OSLhCZIBPBHhf-iFeM4p,catalase,Merck Group,805,No
751596,JSPhCZIBPBHhf-iFnQgw,vitek 2,bioMérieux,805,No
637690,ACLhCZIBPBHhf-iFeNgq,dneasy tissue kit,Qiagen,805,No
790513,DiThCZIBPBHhf-iF6-aE,jmp 10,SAS Institute,804,No
726749,PCPhCZIBPBHhf-iFqy-Z,diva software,BD,804,No
583824,9iPhCZIBPBHhf-iFnRQx,magnetom trio,Siemens,803,No
573935,pyLhCZIBPBHhf-iFeNsr,fv1200,Olympus,803,No
838635,QSLhCZIBPBHhf-iFeNIp,envision plate reader,PerkinElmer,803,No
791522,ziPhCZIBPBHhf-iFnRcy,phosphoric acid,Merck Group,803,No
788666,XSLhCZIBPBHhf-iFnfQu,bradford method,Bio-Rad,802,No
571814,4iLhCZIBPBHhf-iFnfIu,mini protean tgx precast gel,Bio-Rad,801,No
592842,sSPhCZIBPBHhf-iFqySY,alexa fluor 488 conjugated secondary antibody,Thermo Fisher Scientific,800,No
582284,3yPhCZIBPBHhf-iFqyiZ,spectramax i3x,Molecular Devices,800,No
637863,OSLhCZIBPBHhf-iFeNAp,kapa sybr fast qpcr kit,Roche,799,No
